中央频道,#genre#
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
柯桥新闻综合,https://play-a2.quklive.com/live/1640945211435051.m3u8
可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8?zxinjd#http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8#http://test5.btzx.com.cn:80/live/kkdl.stream/playlist.m3u8
克拉玛依汉语综合,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
克拉玛依影视频道,https://klmyzb.rcsxzx.com/hls/klmy3.m3u8?zxinjd
崆峒综合频道,http://125.74.200.110:10080/hls/001/001_live.m3u8#http://125.74.200.110:10080/hls/001/001_live.m3u8#rtmp://125.74.200.110:10085/hls/001
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8#http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8#http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
昆明影视,http://ynxsj.7766.org:9901/tsfile/live/1016_1.m3u8
拉萨藏语综合,http://220.182.45.198:20088/tsfile/live/1002_1.m3u8?key=txiptv#rtmp://tv.lasatv.cn/channellive/lszypd
拉萨汉语综合,rtmp://tv.lasatv.cn/channellive/lszhpd#http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
来宾新闻荟萃,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8#http://zb.lbnews.com.cn:1935/live/xwhc.stream/playlist.m3u8
来宾综合频道,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8#http://zb.lbnews.com.cn:1935/live/lbzh.stream/playlist.m3u8
来凤综合,https://laifeng-live21.cjyun.org/10099/s10099-lftv01.m3u8?auth_key=1735660799-0-0-b92e243bcdd451ba46874699b392247e
莱西生活,http://qrh.yimkj.cn/山东齐鲁.php?id=qdlxsh
莱西综合,http://qrh.yimkj.cn/山东齐鲁.php?id=qdlxzh
莱州综合,http://qrh.yimkj.cn/山东齐鲁.php?id=ytlzzh
涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8#https://jwcdnqx.hebyun.com.cn/live/lsdst/1500k/tzwj_video.m3u8
涞源综合频道,http://jwcdnqx.hebyun.com.cn/live/jiyunlaiyuan/1500k/tzwj_video.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
岚山综合,http://qrh.yimkj.cn/山东齐鲁.php?id=rzls
蓝山综合,https://liveplay-srs.voc.com.cn/hls/tv/26_370917.m3u8
阆中综合频道,http://lztv.gy315.com:18080/live/lztv.m3u8#http://wxlz.sclztv.com/live/lztv.m3u8
乐安综合频道,http://livesec.mudu.tv/watch/oup5o1.m3u8?auth_key=2082733261-0-0-5ac83b48e18ed74d65ea43c32791d292
乐昌电视台,http://php.jdshipin.com:8880/chudian.php?id=lctv
乐陵城市生活,http://qrh.yimkj.cn/山东齐鲁.php?id=dzllcs
乐陵新闻综合,http://qrh.yimkj.cn/山东齐鲁.php?id=dzllxw
乐山文旅生活,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel12/playlist.m3u8
乐山新闻综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd#http://175.155.106.72:89/live1/live1.m3u8?zsicd#http://175.155.106.72:89/live1/live1.m3u8#http://rmlive.lzxrmtzx.com/live1/live1.m3u8
耒阳综合,https://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8
黎城综合频道,http://111.53.96.67:8081/live/1/index.m3u8
礼县新闻综合,rtmp://play.kankanlive.com/live/1685580282198913#https://play.kankanlive.com/live/1685580282198913.m3u8
李沧综合,http://qrh.yimkj.cn/山东齐鲁.php?id=qdlc
丽江文化旅游,https://play.live.lijiangtv.com/live/tvgg.m3u8
丽江新闻综合,https://play.live.lijiangtv.com/live/tvzh.m3u8
利辛影视频道,https://live.fst1994.net/hls/lixinys/index.m3u8
利辛综合频道,https://live.fst1994.net/hls/lixinxw/index.m3u8
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd#http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd#http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8#http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
溧阳新闻综合,http://tvlive.cxzly.com/live/tv.m3u8
连平电视台,http://php.jdshipin.com:8880/chudian.php?id=lpzh
连山区综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000491
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8#http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd
廉江综合,http://php.jdshipin.com:8880/chudian.php?id=ljzh
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8#http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8?zsicd#http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8#rtmp://tv.drs.yizu.tv/channellive/ch1#http://file.i0834.cn/nmip-media/channellive/channel114103/playlist.m3u8#rtmp://tv.drs.i0834.cn/channellive/ch1
凉山彝语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8?zsicd#http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8?zsicd#http://file.i0834.cn/nmip-media/channellive/channel115044/playlist.m3u8#rtmp://tv.drs.i0834.cn/channellive/ch2
梁平综合频道,https://qxlmlive9.cbg.cn/applive/lplive01/chunklist.m3u8
梁山综合,http://qrh.yimkj.cn/山东齐鲁.php?id=jilszh
辽宁教育青少,http://fxgm.fxjf.work:19901/tsfile/live/1005_1.m3u8
辽宁经济,http://fxgm.fxjf.work:19901/tsfile/live/1008_1.m3u8
辽宁生活,http://fxgm.fxjf.work:19901/tsfile/live/1004_1.m3u8
辽宁体育,http://fxgm.fxjf.work:19901/tsfile/live/1003_1.m3u8
辽宁移动电视,http://fxgm.fxjf.work:19901/tsfile/live/1009_1.m3u8
辽宁影视剧,http://fxgm.fxjf.work:19901/tsfile/live/1001_1.m3u8
辽阳新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000280
聊城民生频道,http://live.lcxw.cn/live/lctv02.m3u8#rtmp://live.lcxw.cn/live/lctv02
聊城新闻综合,http://live.lcxw.cn/live/lctv01.m3u8#rtmp://live.lcxw.cn/live/lctv01
林州电视台,http://live.dxhmt.cn:9081/tv/10581-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
临汾公共,http://live2.lfgdw.cn/lfj2/lfj2.m3u8?auth_key=1737100315-0-0-d9f305436c8d56cd2015d6935d9bb6e0
临汾科教,http://live.lfgdw.cn/lfj3/lfj3.m3u8?auth_key=1737526481-0-0-be06f75904e895e6e6e956a60a61476d
临汾综合,http://live1.lfgdw.cn/linfenjia/linfenjia.m3u8?auth_key=1679224685-0-0-b304f7f52330cf0a9c9f850ab474ebb5
临清经济信息,http://qrh.yimkj.cn/山东齐鲁.php?id=lclqjj
临朐综合,http://qrh.yimkj.cn/山东齐鲁.php?id=wflqxw
临武综合,https://liveplay-srs.voc.com.cn/hls/tv/148_feda2f.m3u8
临夏市电视台,http://124.152.34.102:8030/wCMq71/wCMq71_0.m3u8
临沂公共,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂农科,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
临沂图文,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel116773/playlist.m3u8
临沂新闻,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8#http://live.dxhmt.cn:9081/tv/11122-1.m3u8
临淄生活服务,http://qrh.yimkj.cn/山东齐鲁.php?id=zblzsh
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8#http://live.dxhmt.cn:9081/tv/11282-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8?zanhd#http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8#http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8?zan
灵川综合,https://lives.myun.tv/live/loezggo5.m3u8
灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8#https://live-stream.lsxrmtzx.com/live/video.m3u8?zshanxd
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild#http://stream5.jlntv.cn/lh/sd/live.m3u8
龙港区综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000490
龙港综合频道,https://play-qukan.cztv.com/live/1690766586436244.m3u8
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8#http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
龙口生活,http://qrh.yimkj.cn/山东齐鲁.php?id=ytlksh
龙口综合,http://qrh.yimkj.cn/山东齐鲁.php?id=ytlkzh
龙泉驿新闻综合,https://live-pull.newslqy.com/live/fmzb1682404988829.m3u8#http://live-pull.newslqy.com/live/fmzb1682404988829.m3u8
龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed#http://play-sh.quklive.com/live/1687165190567216.m3u8#http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8#https://tv.cry33.com/cdtvflv.php?id=lqzh
龙山综合,https://liveplay-srs.voc.com.cn/hls/tv/146_f067fe.m3u8
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
隆安新闻综合,https://hls.nntv.cn/nnlive/LATV_24.m3u8#rtmp://rtmp.nntv.cn/nnlive/LATV_A
隆昌新闻综合,rtmp://dcpull.sctvcloud.com/live/4ca800e6018810009ae74b0700000000#http://dcpull.sctvcloud.com/live/4ca800e6018810009ae74b0700000000/playlist.m3u8
隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
陇西综合频道,rtmp://play.kankanlive.com/live/1702426649052972#https://play.kankanlive.com/live/1702426649052972.m3u8
娄烦综合,https://d2lp2ch2.live.sxmty.com/live/hls/dd05b3d63074444abe815913a24d3a35/4c59b61fb67f4a45b7fa1f8416b9fffb-1.m3u8
卢氏综合频道,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8#http://live.dxhmt.cn:9081/tv/11224-1.m3u8
庐山综合频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8?t=&token=1User-Agent=Lavf/57.83.100
泸水综合,http://livebroadcast.ccwb.cn/live/w1596164431584927.m3u8#http://livebroadcast.ccwb.cn/live/w1596164431584927.m3u8?zyund
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd#http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8#rtmp://tv.lxxcb.cn:1935/channellive/lxtv1
泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8?zsicd#http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8?zsicd#http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8#http://tvdrs.luzhoubs.com:8100/channellive/lztv3.flv
泸州新闻综合,http://tvdrs.luzhoubs.com:8100/channellive/lztv1.flv#http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8?zsicd
鲁山综合频道,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8#http://live.dxhmt.cn:9081/tv/10423-1.m3u8
鹿泉公共,https://jwcdnqx.hebyun.com.cn/live/luquaner/1500k/tzwj_video.m3u8
鹿泉综合,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8#https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8#https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd#https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8#http://live.dxhmt.cn:9081/tv/11628-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8#http://59.48.42.6:62204/lucheng.m3u8?zshanxd
栾川新闻,http://wshls.live.migucloud.com/live/LVVUJGFD_C0/playlist.m3u8#http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8#http://live.dxhmt.cn:9081/tv/10324-1.m3u8
滦南综合频道,https://tvnew.lnshw.com.cn:58123/live/lntv1.m3u8
滦平新闻频道,http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd#http://111.12.75.177:9100/lctvlive/lch.m3u8#http://www.3jlc.cn/lctvlive/lcm.m3u8
罗江新闻综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8#https://pull.luojiangrongmei.com/ljds/ljtv.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8#http://live.dxhmt.cn:9081/tv/11521-1.m3u8
罗庄综合,http://qrh.yimkj.cn/山东齐鲁.php?id=lylzzh
洛阳科教频道,http://wshls.live.migucloud.com/live/CXGQPXRK_C0/playlist.m3u8
洛阳文旅频道,http://wshls.live.migucloud.com/live/FJ7Q9PIT_C0/playlist.m3u8
洛阳综合频道,http://wshls.live.migucloud.com/live/C788MHFD_C0/playlist.m3u8
吕梁1台,http://124.165.251.82:9999/tsfile/live/1001_1.m3u8
吕梁2台,http://124.165.251.82:9999/tsfile/live/1002_1.m3u8
麻城综合,http://119.36.30.199:8888/mctv1.m3u8
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8#http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund
麻阳综合,https://liveplay-srs.voc.com.cn/hls/tv/38_6f397d.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd#http://live.zmmek.com:90/live/zhxw.m3u8
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd#http://218.84.127.245:1026/hls/main1/playlist.m3u8
梅州客家,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv2.m3u8?sign=47a396d727488e670ef394a060109293&t=654dcaac#http://pili-live-hls.xianchangliving.gdmztv.com:80/meizhou-xianchangliving/mztv2.m3u8#rtmp://pili-live-rtmp.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv2
梅州综合,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv1.m3u8#rtmp://pili-live-rtmp.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv2#kdsvod://http://v.91kds.com/b7/gdtv.m3u8?id=gdmztv1&pwd=jsdecodeReferer=http://www.gdtv.cn#http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv1.m3u8?sign=82f6794a8f8da4f7dfe3fbcafd6716a3&t=654dcaac
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8#http://live.dxhmt.cn:9081/tv/10322-2.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8#http://live.dxhmt.cn:9081/tv/10883-1.m3u8
汨罗综合,https://liveplay-srs.voc.com.cn/hls/tv/166_a4ad1b.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8#http://live.dxhmt.cn:9081/tv/11726-1.m3u8
绵阳科教生活,rtmp://dcpull.sctvcloud.com/live/561b1c7301881000f40c8eec00000000#http://dcpull.sctvcloud.com/live/561b1c7301881000f40c8eec00000000/playlist.m3u8
绵阳新闻综合,rtmp://dcpull.sctvcloud.com/live/561946fe018810006da7ce2500000000#http://dcpull.sctvcloud.com/live/561946fe018810006da7ce2500000000/playlist.m3u8
冕宁新闻频道,rtmp://dcpull.sctvcloud.com/live/4ba9636d0188100015bb609900000000#http://dcpull.sctvcloud.com/live/4ba9636d0188100015bb609900000000/playlist.m3u8
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
岷县综合频道,rtmp://play.kankanlive.com/live/1690771444938939#https://play.kankanlive.com/live/1690771444938939.m3u8#kdsvod://migu://671521086
纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8?zsicd#https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
南昌新闻综合,http://live.cooltv.top/tv/nctv.php?id=1
南昌资讯,http://live.cooltv.top/tv/nctv.php?id=3
南充科教生活,https://tvfile.ncntv.com.cn/nmip-media/channellive/channel100629/playlist.m3u8#https://file.ncntv.com.cn/nmip-media/channellive/channel100629/playlist.m3u8
南充综合频道,https://tvfile.ncntv.com.cn/nmip-media/channellive/channel101604/playlist.m3u8#https://file.ncntv.com.cn/nmip-media/channellive/channel101604/playlist.m3u8
南宫电视一套,https://jwcdnqx.hebyun.com.cn/live/ngtv1/1500k/tzwj_video.m3u8
南宫电视二套,https://jwcdnqx.hebyun.com.cn/live/ngtv2/1500k/tzwj_video.m3u8
南和影视频道,https://jwcdnqx.hebyun.com.cn/live/NHTV2/1500k/tzwj_video.m3u8
南和综合频道,https://jwcdnqx.hebyun.com.cn/live/NHTV1/1500k/tzwj_video.m3u8
南江综合频道,http://36903.hlsplay.aodianyun.com/tv_radio_36903/tv_channel_1670.m3u8?auth_key=4842409639-0-0-319d3d61d27f502f5b5f0f76e7fa6874&extra_key=YptbuuU4ni8OBTztr__wTSm-QnJOZeFyY8K0svzHJXyx8i_Bwwirqaews6N1gr-_4uVfOgbaOHwbH5u3_SrH4tTfxj9Nq7Az5LOT0a8C2sHIKSmLBEAoz4lSxmsINvTeQ5QF1ngz-OYrciPm27dkyEEQdzEUxwSVphOF99qfQFU#htmlplay://https://web.guangdianyun.tv/tv/?id=1670&uin=1822
南京科技,https://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8#kdsvod://migu1://838153729#kdsvod://migu://838153729
南京少儿,https://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
南京生活,https://live.nbs.cn/channels/njtv/shpd/nbs06.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd#http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8#http://jx.48tv.cn/nanjing.php?id=sbpd#https://live.nbs.cn/channels/njtv/sbpd/500k.m3u8#kdsvod://migu1://838151753#kdsvod://migu://838151753
南京新闻综合,https://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8#kdsvod://migu1://838109047#kdsvod://migu://838109047
南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8?zjiangsd#http://jx.48tv.cn/nanjing.php?id=xxpd#http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8#https://live.nbs.cn/channels/njtv/xxpd/500k.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8#http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd#http://jx.48tv.cn/nanjing.php?id=ylpd#https://live.nbs.cn/channels/njtv/ylpd/500k.m3u8
南康综合频道,http://livesec.mudu.tv/watch/c2dhv3.m3u8?auth_key=2082733261-0-0-d7a1d2d7f1985c58c7c21833e0b27b61
南乐综合,http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8#http://live.dxhmt.cn:9081/tv/10923-1.m3u8
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8#rtmp://rtmp.nntv.cn/nnlive/NNTV_PUB_A
南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8#rtmp://rtmp.nntv.cn/nnlive/NNTV_METRO_A
南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8#rtmp://rtmp.nntv.cn/nnlive/NNTV_NEWS_A
南宁影视娱乐,https://hls.nntv.cn/nnlive/YSYL_24.m3u8#rtmp://rtmp.nntv.cn/nnlive/NNTV_VOD_A
南皮综合,https://jwcdnqx.hebyun.com.cn/live/npdspd/1500k/tzwj_video.m3u8
南通1台,https://nt-hls.ntjoy.com/live/4f1.m3u8
南溪综合频道,http://p8.vzan.com/102532487/897170424053957134/live.m3u8
南浔综合频道,https://play-sh11.quklive.com/live/1692151289551258.m3u8
囊谦综合,http://pili-live-hls-qhnqapp2020.sobeylive.com/qhnqapp2020/qhnqtv01.m3u8
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8#http://live.dxhmt.cn:9081/tv/10527-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
内江科教,http://njzb.scnj.tv:90/live/kjpd_kjpd800.m3u8?zsicd#https://www.scnj.tv/hls_njtv_direct/9.m3u8
内江综合,http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8?zsicd#https://www.scnj.tv/hls_njtv_direct/1.m3u8#https://www.scnj.tv/hls_njtv_direct/2.m3u8
内蒙古经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
内蒙古农牧频道,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800#https://epg.pw/stream/f426a12024c3d2a6271d7b4e1514b8da71aeef77a9033c211e1e49a8386a8668.m3u8
内蒙古少儿频道,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙古文化频道,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
内蒙古文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙古新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8#http://live.dxhmt.cn:9081/tv/11325-1.m3u8
宁都综合频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_ningdu.m3u8?t=&token=1User-Agent=Lavf/57.83.100
宁化综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8#http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian
宁津综合,http://qrh.yimkj.cn/山东齐鲁.php?id=dznjxw
宁南新闻综合,http://dcpull.sctvcloud.com/live/4baa1a3101881000a5f982e600000000/playlist.m3u8
宁夏公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8#https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8#kdsvod://nxtv://http://stream.nxtv.com.cn/jjpd/sd/live.m3u8
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
宁夏文旅,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
宁阳1套,http://qrh.yimkj.cn/山东齐鲁.php?id=tany1
宁阳2套,http://qrh.yimkj.cn/山东齐鲁.php?id=tany2
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8#http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8?zyund
攀枝花文旅生活,https://live.pzhkai.com/wlshtl/sd/live.m3u8
攀枝花新闻综合,https://live.pzhkai.com/xwzhtl/sd/live.m3u8
盘锦新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000283
磐安文化生活,http://play-sh11.quklive.com/live/1626401163709056.m3u8
磐安新闻综合,http://play-sh11.quklive.com/live/1626400915947070.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild#http://stream5.jlntv.cn/ps/sd/live.m3u8
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8#http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
彭山综合频道,http://m3u8tv.psrm.net/nmip-media/channellive/channel100740/playlist.m3u8#http://tv.psrm.net:8100/channellive/ch1.flv#rtmp://tv.psrm.net:1935/channellive/ch1#http://m3u8tv.psrm.net:80/nmip-media/channellive/channel100740/playlist.m3u8
彭泽综合频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_pengze.m3u8?t=&token=1User-Agent=Lavf/57.83.100
彭州电视台,https://tv.cry33.com/cdtvflv.php?id=pztv
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd#http://palive.patv123.com:8091/live/xwpd_800K.m3u8#rtmp://palive.patv123.com:1935/live/xwpd_800K
蓬莱综合,http://qrh.yimkj.cn/山东齐鲁.php?id=ytplzh
蓬溪新闻综合,rtmp://dcpull.sctvcloud.com/live/4bc4d2d601881000ca7f990c00000000#http://dcpull.sctvcloud.com/live/4bc4d2d601881000ca7f990c00000000/playlist.m3u8
郫都新闻综合,http://vod.pdrmtzx.com/pd/live.m3u8#kdsvod://http://v.91kds.com/b7/sccdtv.m3u8?fmt=flv&id=sccdpd1&pwd=jsdecode#http://vod.pdrmtzx.com:80/pd/live.m3u8#https://tv.cry33.com/cdtvflv.php?id=pdxwzh
