联系方式,#genre#
河北经济,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnh1NncyWUpWang1QVVkMXhOWSswc1ZSMHpqd0hjaHVzU0t5R2xIRWtPWVJZYi9rbnlGRExGU3d4di8xTFNhZFdYRHBSSTIvREZOQ1o4cXQ1blB2SXFNNWxUT1BLenpMYndOc25iZFR2eFE5dz09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
河北经济生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QndnL2xVMWJFSGNKQ1Q4Rm9ubXphUEhqeGNibjJ3YzdFOFE4MkJ2bDF5ejRhdWlSVWJvZmxNUExOUW55M24vcXRsRmtIb2huaXJIb29nZWNreVZ1Z0RnNEJGMGkwUUVUeERsTUdQRHlpRC9Vdz09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
河北经济生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3ZwaW9HK0lkOFord0xZdHd3UVIzSTNpK1YwVjNjY1FxVzNUenI5aEdpK244PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
河北都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QndnL2xVMWJFSGNKQ1Q4Rm9ubXphUEhqeGNibjJ3YzdFOFE4MkJ2bDF5ejRjMndhOW12bTFZWlFGZm8rd2t1RGcwVHp4WmxkaWJDS3Rnd1pnQjhQcVo5Um80RnZFL1BFTjZJTkFrZXpLdVRrQT09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
河北都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnhyRnIrV0M3OVRGSFkzWm1FK00vT1d3QXlFdHNLZm5FTVc0czJQWlF4U0w3aXhHVXVpcU9wcA==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
河北都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3ZwaW9HK0lkOFord0xZdHd3UVIzSTNzRklid0FIZk9SaVRXMXRMVVFKQmprPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
河北都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnlUSWZpTmtBbWFLMXVDZytrNUUySEZaMVl0UUkvTnB3R0pJeVdmcTFTZzVlRHVwVW4vSTVCbnpzNWZoSm5YRzY3Yk4ydFBMdmZ2S1FZK0Fac3hJN3RlMDZSejFDVTNyUFRNUUZTaXlnaHNtZz09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
海安新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/K2FNT3Q4WlFvQjBQRzNYUGoxY2U3ZEUrTVFFMFlNZEk4UXQzbXVmcU1haEgxZ3NpdHdxWFd4b1Fsd0wvYUZBcXFUY1hlQ0haNktFPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
海安新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/K2FNT3Q4WlFvQjBQRzNYUGoxY2U3ZEUrTVFFMFlNZEk4UXQzbXVmcU1haEgxZ3NpdHdxWFd4b1Fsd0wvYUZBcXREODdyb0ExMlN2dGIvSUpxOEVIUGc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
涉县新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVjNZVlJPeFdqdmVnSU9FNjlDZ1F6U1owYzNsY3pWa0ttNElrMTY4ZHlPa0E9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
清河新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCWEZtR2JDZGxtS1BYQmdvUmdXTjFTcnFXRFlTak4rdUVhS0lra3pMZnVaVFE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
清河新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VMjlTUDV2VVczaEpFbzBUVXFhZWFFQVk1bXZtdFpGbGw3SnVhN2JDZTRsSElETTBhYjlGWFVDNks0YXJWMkgrNjZGMk1HSWU1eU9jMDZzczhqQlRLNHAwUnBqSE9VUGJYQ1pTSmIxaVRFTDE=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
清河经济综艺,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCWEZtR2JDZGxtS1BlUkkxZFNQTGZBNVpMemllWWc0dnN1VkhEUlR0RXZFM0YzMzlwcnJkSCta/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
清河经济综艺,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJZTd5S0RJMTBBQTNPTDJrWWRqOG5jcWJpUzd2VXlxb1ZjPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
清苑新闻频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVWw5UHRFWjNDTXBiOXQ0WDRidFhaL1FuRFI5K0lGdlA4VTJESTJDSE04Nmc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
清苑生活频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVTZSalpqWFdnblNRVEdhTkN2cEhsQVB2QjE1cVduVDZ1N292Tm9GaGlkWUE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄娱乐,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/aENpNEFMZ1BwWXpYMk1NcFdvVVN1RmlieHhEc1VjaG1QeFRrWXpnY01Db01rSEp6a29lRUVKMWdKd1NSUlZqYQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄娱乐,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnhyRnIrV0M3OVRGSFkzWm1FK00vT1dTWlB4TVpiZSszM1V4cEVVNVRQcy83VUFtdDdKc21nNw==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄娱乐,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3ZwaW9HK0lkOFord0xZdHd3UVIzSTNxM3l1OTJ2ajVyL1FwUE1sU2pGM0tnPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄娱乐,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3Y4UXZkMlNvQ09yN3NhaEVsNEgyeTlFbGh4MWdySEdobHV2RFd2eStOcGxRPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄娱乐,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/aENpNEFMZ1BwWXpYMk1NcFdvVVN1RmlieHhEc1VjaG1QeFRrWXpnY01Db01rSEp6a29lRUVFSFJzWHVpQ2NXTGYzc1B0M1ZPMUdvPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/aENpNEFMZ1BwWXpYMk1NcFdvVVN1RmlieHhEc1VjaG1QbGdPMm42eTdXdXJqSzVaWStHVkJPUWFJZ3dWSXExaVEyMzMzVWsxWitJPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/Y0o1RTNxK3N2T0QxNWZobmxSTjFiTEh3ZTlpbHdPbDRTUFJDVTZWQyt2a1Nyby9mSEVDSGpTMnBhQ1ZTTXZyK09sRnpmUUVYc2dqZ1Fjb1VtRUpJbTZudW4xVGQ3NWIraDZLWVhjdStjOGZtcGl0MCtQMGtYQnRsUHphVEVzWEk=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3ZwaW9HK0lkOFord0xZdHd3UVIzSTNxY3NtcTRUUWdhbklSQTlNUWNyWU5jPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnlNYnRyT0JyK1FQVUREVCt1L0NBRzRTK2N0RzhVekRBTkdUZ3N2RnpncHdTdEJyNFVCN0VsYQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄新闻综合频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/aENpNEFMZ1BwWXpYMk1NcFdvVVN1RmlieHhEc1VjaG1QbGdPMm42eTdXdXJqSzVaWStHVkJGRThETHdNbDY4Yg==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄燕双鹰,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEdRdXV0a1VYaEtNbElyWkltUEdRVTkyMnlRa0pLenJJeWtlM0UyM1Q3YmpaSjNLMnFOamhJYg==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/aENpNEFMZ1BwWXpYMk1NcFdvVVN1RmlieHhEc1VjaG1mTzkybXFVZFN6NU1KUVVsN3hYN2FtRTdEQ0hqWmpGdFB6bDIweTZKZmlJPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnhyRnIrV0M3OVRGSFkzWm1FK00vT1dDelU0R2pjSkVlVDdLOHVva0hETHl2bVJiOWxYMUlGRg==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3ZwaW9HK0lkOFord0xZdHd3UVIzSTNqNVU1WUR0eUpQZ3BTWnJqUGl4RG1vPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3Y4UXZkMlNvQ09yN3NhaEVsNEgyeTlCdkFjU1BTVGpQY0xhbDFWOVU5bjVzPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄生活频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/aENpNEFMZ1BwWXpYMk1NcFdvVVN1RmlieHhEc1VjaG1mTzkybXFVZFN6NU1KUVVsN3hYN2FtRTdEQ0hqWmpGdEVrZDgyWEpOYmdBPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/aENpNEFMZ1BwWXpYMk1NcFdvVVN1RmlieHhEc1VjaG1lNXZDbXpodnc2T2U1NUQ3TEhRY0t5bXNSb0lIaFhDTERkVjY5cjhWY0ljPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3Y4UXZkMlNvQ09yN3NhaEVsNEgyeTlCQ3ZJNDJqcWdMcjFhUENNdnJZNElNPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czc0NStoWUZ1eUk0NFBaYzZ2MlYwM3ZwaW9HK0lkOFord0xZdHd3UVIzSTNpd013ckZJd0FtN3lOWjRudEcxS2YwPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/aENpNEFMZ1BwWXpYMk1NcFdvVVN1RmlieHhEc1VjaG1lNXZDbXpodnc2T2U1NUQ3TEhRY0sraWtOd3JMR2EzNQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
石家庄都市,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9Vd3hEQTVoc3FiNjVzR08rSFdUVEs0dlFaOE96R2pDSjRyVGNBdGpZdlhxRGk3bUtiMDB2UXBrTWRLQWF2NFRma1dpK084VnFnZWcxWWo4aTM2a1RMcEtKZzhBOVVWSSswNWNyU3c0bWVVTkY=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
袖中忽见洮河北,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEdRdXV0a1VYaEtNbElyWkltUEdRVTlUM2E1L2dhcGpSeGRkYTlWQVJOTGVRPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
西安新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEV6K3N4aU5PZ3BpdXdET1l2K3Z6aDN4dG5RNm5rS0pYN2czWkxtdEdJRkZRREFLbHUzWjBVRQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
西安新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZqQlMwVk0waHlKalhVeTdtVkE4N2pCdzZsNzhGakRuVXVuV05OYW8xb3c1b3FXeERsU2EvbDVqbFhiS2JDdU5XVVZtNmxXL1lkNVpCYi85ckF0SDlC/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
迁安新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZNWmdFRFFXY3AvbkEwVXB0cUxCT1pBYjIwNG1IbU96MlNkT3dRdEdUSk51amNvdjJacnIxOThYN2hxNUlSeWNiZDlrYjg0R2R4STh2Y0h1dDRpblFs/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
迁西综合频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJZEtBWXBHcExhZWVNNVNLaUtqTFN5NktITUh6QkQxRHV3PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
迁西综合频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVTdudE43VVRBVDhmYVFmVnptbHVOak9yUk5vd2hoZjU4aDUrN05Rb0w4emc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邢台公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnhyRnIrV0M3OVRGSFkzWm1FK00vT1d5bmZ0WlRNbXVPUXkvL0ZWVm4zK01VN3gyZGk5TGR1Qw==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邢台综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VOEF2Wm5lRmpFVUVvbEVncDJuQUd2RFBJWk1Dc05sU1BrUENuVjNMajZPUEI5VHFscjRBVWg2K1hVRUxpckVmMzlPZ1luUVdYcEVNZGRWL052RXZneERXbXl6cXlVVzV0V1ZKbmR1UHFsWGY=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邢台综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VMDZQM0dhSWlpZ3g1cmZqTGphRFIycjhQZWs5WDhDcHZER2d5QnVnNEwvd1p1NG5SNGd3MHZxZzdpSStkMnZ5bnFWU0FIRkdReXdpMzFWck8ra2R2bjlKWSsvZ0lsMnI1YVVWa0c1UWZlYm8=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邢台综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VN2pCT1BNbGcxRVhTaHFFZEc2SEdZVXROUVNBUi9uNWEzMGx0MVZOVk5iRVlIYjIzZUprYmdHZEVyZE9mOFMyS09YOWRUaUd0QkdITUJqMUR6UlU1VlU2WkJ4V1RZRytsSW1seFlYUVFVWXo=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邢台综合频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZNWmdFRFFXY3AvbkEwVXB0cUxCT1pBYjIwNG1IbU96MlFPNkVNTkttZHMyUmVNazBrTkR5b0RBK0RwMWkwb0ROTUZuWDMrK2p2K0E9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邢台综合频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZNWmdFRFFXY3AvbkEwVXB0cUxCT1pBYjIwNG1IbU96MlFPNkVNTkttZHMyUmVNazBrTkR5b0RBK0RwMWkwb0RPeWE0aW1wcXVYazRHVCtJbUc2TTFw/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邢台综合频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VeGVYZGRobmRKQ3JiWjZoR2NJNTVrT1FlQTMrV3ZxbDczNksyWjJKeEtpOVozWnN3TSt2NTJ0TC9mYW91Vk41WFBPOUwzdGRBalljaTNzM0pLclpjMEtub0NpcS9yanVvVEgrWTVjRkN6VWc=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邯郸公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJZWVUemN5UTBvMGx1M09mL1Q0eDhkRA==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邯郸公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVlhMQisvc044cFUxNkRtbGVWa3ZESG5UdWNSSlFMellKT1ptdHF4cGlUZHc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邯郸公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVlhMQisvc044cFUxNkRtbGVWa3ZESG5UdWNSSlFMellJU1dhSERVendJaVZtSXdxUnJDSFJt/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邯郸新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJYzBmN1ZaWStwR1FiWXhRT25NWkFYa3h4Ly9oZW1kMFRvPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邯郸科技,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJZXBSOXN4b1pGVVJWaGJobjZmbHJtcg==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邯郸科技,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVjVWNklwREt6YnFLNU1WWlVQcnNneU94U3AxeWlrU0Z4VmhVRGtzS0JOVHc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邯郸科教,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJZXBSOXN4b1pGVVJSZkJLZ2xXbDZnYTQ2bnBzWG9Iem9rPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
邯郸科教,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVjVWNklwREt6YnFLNU1WWlVQcnNneU94U3AxeWlrU0Z4YzRaa0dXT3Z4WUJHNXBNTC9QWVRq/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
青县新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJY2Z1NUJzVEdFV3JKSFpzeVE4UHhsU2s0NytOVkVEOUg4MkJOZUNTME84bmc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
青县新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVktZSk1vKzc1eXpZVzRTV2hxenZFNWZwZjltNlBoQVZBckUzV0U4NWx2OGpDZzlNb3dVZ2Yy/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
鹿泉一套,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJZktIemd4Y3hZVmMxYktrdjliVXAvUmhwN1VHbENsRGlFPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
鹿泉一套,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJZktIemd4Y3hZVmMxYktrdjliVXAvUm11VmN5WnB5dDRpcU9VYk93TWhTc0E9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
鹿泉一套,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVXdwc0orMDNLNCs3SWNMR3BtcGxYazdpb0ZUK3BVQXEzZ0R2QXhtRksxLzlyQUNQSXhYNlJW/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
鹿泉一套,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVXdwc0orMDNLNCs3SWNMR3BtcGxYazdpb0ZUK3BVQXEzZ0R2QXhtRksxLzhFUTZ5dXdaRHNG/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
鹿泉二套,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZ0SHBURzhwTWRzbHR2WkExYWlLbnFyelZqellKNGlJZldpdjZWdUJuU2E1T2xYOHZFZmlHN045SmphdjB6ZGdZPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
鹿泉二套,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEh3cHBWM0t2c2hlQ3ZiSTNlWGl6amR0Ym11WUNzL3dCVXdwc0orMDNLNCt6ajBHMFJiemlRWnAwMmNKZ0htV3ZhNzBydnJhbUJPMXkvT1l1RFljV3VW/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
港澳台IPV4,#genre#
NOW体育,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnk5WEZWTkJxdGc3d1k4YnJtOTVPb2RVU3FkS3U3ZE1YUE5GSjUyTzZUNXJ3SFdQSmVvZU1hT3BXQ0RWUnl4cGlFPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB亚洲剧,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnk5WEZWTkJxdGc3d1k4YnJtOTVPb2RVU3FkS3U3ZE1YUE5GSjUyTzZUNXJ3SFdQSmVvZU1hT1ZzRU10aUNzcGhZPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB华语剧,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnk5WEZWTkJxdGc3d1k4YnJtOTVPb2RVU3FkS3U3ZE1YUE5GSjUyTzZUNXJ3SFdQSmVvZU1hT1ZsSGxJS2tjZktnPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB戏曲,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnk5WEZWTkJxdGc3d1k4YnJtOTVPb2RVU3FkS3U3ZE1YUE5GSjUyTzZUNXJ3SFdQSmVvZU1hT3J2djQweWY2eHZJPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnc5YlFBUEtiNllQZ0hPUTlwd2tNcjY0bnB4YVhhUWtYS3pFTzAycHVsSDRpcWNzUXBhZll3dGExdEZJUytDZVVETWJXWklxZm9mQzhtZEdRbUl2QzI0/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB日韩剧,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qnk5WEZWTkJxdGc3d1k4YnJtOTVPb2RVU3FkS3U3ZE1YUE5GSjUyTzZUNXJ3SFdQSmVvZU1hTzdNSjB0V0pOZ2tjPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB明珠,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5Qno2d2xCZjZiMWR5dGpLK29pUWVXZ0pub2JOZ2l6bkxENE1SNEtxVExYNXh3PT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB明珠,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/dlUwN0RTT2lrcHZwa2NBSWJ5RENxNnVuV1FqdnB5RmN0MEF0V1ZCN1FuMERnUVpNTld6UUFVamxhS3pMOUxKZA==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB明珠,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MlpEUkJnUHUxeUp3U1VMNWFDbWtNVUNlRy9lRi9BUzZzYzZFT2dpYkkzN2lzTnBXK2ZOOStXbzFTZTJ0TGZEZXJ5WmZWUlRLRWU4PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
TVB明珠,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnpBTTBFQTkvSUFJYkVzMnN6M1ZvZlN1ZHRmUnRxc0xTWjNXaHZsaUZublROTmY4Nm9TKzA4Z1RvVnJLTDh0ZERVPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
